id_enquete,id_critere,texte_critere,question_texte,precision
195,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
195,7,Favoriser une meilleure articulation des temps de vie et un partage équilibré des responsabilités parentales,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
195,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
196,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
196,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
196,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
196,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
197,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
197,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
197,5,Lutter contre la précarité des femmes,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
197,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
197,7,Favoriser une meilleure articulation des temps de vie et un partage équilibré des responsabilités parentales,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
197,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
197,10,Diffuser les recherches sur la construction sociale des rôles sexués,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
198,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
198,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
198,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
198,5,Lutter contre la précarité des femmes,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
198,7,Favoriser une meilleure articulation des temps de vie et un partage équilibré des responsabilités parentales,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
198,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
198,10,Diffuser les recherches sur la construction sociale des rôles sexués,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
199,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
199,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
199,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
199,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
200,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
200,2,Lutter contre la prostitution,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
200,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
200,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
200,5,Lutter contre la précarité des femmes,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
200,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
201,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
201,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
201,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
201,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
202,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
202,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
202,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
203,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
203,10,Diffuser les recherches sur la construction sociale des rôles sexués,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
204,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
